id,report_type,generated_at,title,summary,key_findings,recommendations,risk_assessment,data_period_start,data_period_end,confidence_score,created_at
31,daily,2025-08-01 00:00:55.025793,Bitcoin Daily Analysis - 2025-07-31,"Bitcoin在过去24小时内交易于$115,701.00-$118,872.00区间，平均价格$117,809.31，日内波动率2.7%。网络算力维持在840.9 EH/s水平。技术指标显示超卖状态。","{'price_range': '$115,701.00 - $118,872.00', 'avg_price': '$117,809.31', 'avg_hashrate': '840.91 EH/s', 'market_sentiment': '贪婪', 'rsi_signal': '超卖 - 考虑买入'}","['RSI超卖，可考虑逢低买入', '网络算力强劲，网络安全性高']","{'risk_score': 70, 'risk_level': '高', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-07-31 00:00:55.025793,2025-08-01 00:00:55.025793,0.85,2025-08-01 00:00:55.650018
32,daily,2025-08-02 00:00:54.013548,Bitcoin Daily Analysis - 2025-08-01,"Bitcoin在过去24小时内交易于$112,825.00-$115,959.00区间，平均价格$114,727.38，日内波动率2.7%。网络算力维持在932.2 EH/s水平。技术指标处于中性区间。","{'price_range': '$112,825.00 - $115,959.00', 'avg_price': '$114,727.38', 'avg_hashrate': '932.21 EH/s', 'market_sentiment': '贪婪', 'rsi_signal': '中性 - 保持观望'}",['网络算力强劲，网络安全性高'],"{'risk_score': 50, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-01 00:00:54.013548,2025-08-02 00:00:54.013548,0.85,2025-08-02 00:00:54.418811
33,daily,2025-08-04 00:00:04.899058,Bitcoin Daily Analysis - 2025-08-03,"Bitcoin在过去24小时内交易于$112,332.00-$114,583.00区间，平均价格$113,649.63，日内波动率2.0%。网络算力维持在893.7 EH/s水平。技术指标处于中性区间。","{'price_range': '$112,332.00 - $114,583.00', 'avg_price': '$113,649.63', 'avg_hashrate': '893.66 EH/s', 'market_sentiment': '中性', 'rsi_signal': '中性 - 保持观望'}","['低波动环境，适合长期持有策略', '网络算力强劲，网络安全性高']","{'risk_score': 40, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-03 00:00:04.899058,2025-08-04 00:00:04.899058,0.85,2025-08-04 00:00:05.233440
34,daily,2025-08-06 00:00:47.296201,Bitcoin Daily Analysis - 2025-08-05,"Bitcoin在过去24小时内交易于$112,870.00-$115,032.00区间，平均价格$114,064.66，日内波动率1.9%。网络算力维持在937.9 EH/s水平。技术指标显示超买状态。","{'price_range': '$112,870.00 - $115,032.00', 'avg_price': '$114,064.66', 'avg_hashrate': '937.87 EH/s', 'market_sentiment': '贪婪', 'rsi_signal': '超买 - 考虑卖出'}","['低波动环境，适合长期持有策略', 'RSI超买，谨慎追涨', '网络算力强劲，网络安全性高']","{'risk_score': 60, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-05 00:00:47.296201,2025-08-06 00:00:47.296201,0.85,2025-08-06 00:00:47.442032
35,daily,2025-08-07 00:00:34.133555,Bitcoin Daily Analysis - 2025-08-06,"Bitcoin在过去24小时内交易于$113,402.00-$115,575.00区间，平均价格$114,534.90，日内波动率1.9%。网络算力维持在831.9 EH/s水平。技术指标处于中性区间。","{'price_range': '$113,402.00 - $115,575.00', 'avg_price': '$114,534.90', 'avg_hashrate': '831.88 EH/s', 'market_sentiment': '中性', 'rsi_signal': '中性 - 保持观望'}","['低波动环境，适合长期持有策略', '网络算力强劲，网络安全性高']","{'risk_score': 40, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-06 00:00:34.133555,2025-08-07 00:00:34.133555,0.85,2025-08-07 00:00:34.277186
37,daily,2025-08-08 14:49:17.665875,Daily Market Summary,Seed summary for analytics dashboard,"{'trend': 'bullish', 'support': '65k', 'resistance': '70k'}","['accumulate on dips', 'monitor volatility']",{'risk': 'moderate'},,,0.82,2025-08-08 14:49:17.665875
38,daily,2025-08-11 00:00:56.349337,Bitcoin Daily Analysis - 2025-08-10,"Bitcoin在过去24小时内交易于$118,232.00-$119,213.00区间，平均价格$118,669.50，日内波动率0.8%。网络算力维持在828.4 EH/s水平。技术指标显示超买状态。","{'price_range': '$118,232.00 - $119,213.00', 'avg_price': '$118,669.50', 'avg_hashrate': '828.38 EH/s', 'market_sentiment': '贪婪', 'rsi_signal': '超买 - 考虑卖出'}","['低波动环境，适合长期持有策略', 'RSI超买，谨慎追涨', '网络算力强劲，网络安全性高']","{'risk_score': 60, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-10 00:00:56.349337,2025-08-11 00:00:56.349337,0.85,2025-08-11 00:00:56.590127
39,daily,2025-08-14 08:00:52.386849,Bitcoin Daily Analysis - 2025-08-14,"Bitcoin在过去24小时内交易于$120,499.00-$124,239.00区间，平均价格$122,845.34，日内波动率3.0%。网络算力维持在997.4 EH/s水平。技术指标显示超卖状态。","{'price_range': '$120,499.00 - $124,239.00', 'avg_price': '$122,845.34', 'avg_hashrate': '997.37 EH/s', 'market_sentiment': '贪婪', 'rsi_signal': '超卖 - 考虑买入'}","['RSI超卖，可考虑逢低买入', '网络算力强劲，网络安全性高']","{'risk_score': 70, 'risk_level': '高', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-13 08:00:52.386849,2025-08-14 08:00:52.386849,0.85,2025-08-14 08:00:52.865506
40,daily,2025-08-14 20:00:20.121772,Bitcoin Daily Analysis - 2025-08-14,"Bitcoin在过去24小时内交易于$117,683.00-$124,239.00区间，平均价格$122,362.64，日内波动率5.4%。网络算力维持在1013.5 EH/s水平。技术指标处于中性区间。","{'price_range': '$117,683.00 - $124,239.00', 'avg_price': '$122,362.64', 'avg_hashrate': '1013.52 EH/s', 'market_sentiment': '贪婪', 'rsi_signal': '中性 - 保持观望'}","['高波动环境，建议分批建仓降低风险', '网络算力强劲，网络安全性高']","{'risk_score': 65, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-13 20:00:20.121772,2025-08-14 20:00:20.121772,0.85,2025-08-14 20:00:20.277970
41,daily,2025-08-14 20:00:20.717946,Bitcoin Daily Analysis - 2025-08-14,"Bitcoin在过去24小时内交易于$117,683.00-$124,239.00区间，平均价格$122,362.64，日内波动率5.4%。网络算力维持在1013.5 EH/s水平。技术指标处于中性区间。","{'price_range': '$117,683.00 - $124,239.00', 'avg_price': '$122,362.64', 'avg_hashrate': '1013.52 EH/s', 'market_sentiment': '贪婪', 'rsi_signal': '中性 - 保持观望'}","['高波动环境，建议分批建仓降低风险', '网络算力强劲，网络安全性高']","{'risk_score': 65, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-13 20:00:20.717946,2025-08-14 20:00:20.717946,0.85,2025-08-14 20:00:23.171936
42,daily,2025-08-15 08:00:06.887933,Bitcoin Daily Analysis - 2025-08-15,"Bitcoin在过去24小时内交易于$117,559.00-$121,997.00区间，平均价格$118,576.21，日内波动率3.7%。网络算力维持在1043.6 EH/s水平。技术指标处于中性区间。","{'price_range': '$117,559.00 - $121,997.00', 'avg_price': '$118,576.21', 'avg_hashrate': '1043.63 EH/s', 'market_sentiment': '贪婪', 'rsi_signal': '中性 - 保持观望'}",['网络算力强劲，网络安全性高'],"{'risk_score': 50, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-14 08:00:06.887933,2025-08-15 08:00:06.887933,0.85,2025-08-15 08:00:07.600942
43,daily,2025-08-15 20:00:22.093336,Bitcoin Daily Analysis - 2025-08-15,"Bitcoin在过去24小时内交易于$116,960.00-$119,218.00区间，平均价格$117,952.49，日内波动率1.9%。网络算力维持在916.2 EH/s水平。技术指标处于中性区间。","{'price_range': '$116,960.00 - $119,218.00', 'avg_price': '$117,952.49', 'avg_hashrate': '916.21 EH/s', 'market_sentiment': '贪婪', 'rsi_signal': '中性 - 保持观望'}","['低波动环境，适合长期持有策略', '网络算力强劲，网络安全性高']","{'risk_score': 40, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-14 20:00:22.093336,2025-08-15 20:00:22.093336,0.85,2025-08-15 20:00:22.797871
44,daily,2025-08-16 08:01:53.823598,Bitcoin Daily Analysis - 2025-08-16,"Bitcoin在过去24小时内交易于$116,960.00-$119,193.00区间，平均价格$117,665.17，日内波动率1.9%。网络算力维持在875.3 EH/s水平。技术指标处于中性区间。","{'price_range': '$116,960.00 - $119,193.00', 'avg_price': '$117,665.17', 'avg_hashrate': '875.28 EH/s', 'market_sentiment': '贪婪', 'rsi_signal': '中性 - 保持观望'}","['低波动环境，适合长期持有策略', '网络算力强劲，网络安全性高']","{'risk_score': 40, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-15 08:01:53.823598,2025-08-16 08:01:53.823598,0.85,2025-08-16 08:01:54.214211
45,daily,2025-08-17 08:00:23.483606,Bitcoin Daily Analysis - 2025-08-17,"Bitcoin在过去24小时内交易于$117,276.00-$118,231.00区间，平均价格$117,736.84，日内波动率0.8%。网络算力维持在995.0 EH/s水平。技术指标处于中性区间。","{'price_range': '$117,276.00 - $118,231.00', 'avg_price': '$117,736.84', 'avg_hashrate': '994.98 EH/s', 'market_sentiment': '贪婪', 'rsi_signal': '中性 - 保持观望'}","['低波动环境，适合长期持有策略', '网络算力强劲，网络安全性高']","{'risk_score': 40, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-16 08:00:23.483606,2025-08-17 08:00:23.483606,0.85,2025-08-17 08:00:23.821615
46,daily,2025-08-17 20:00:09.953143,Bitcoin Daily Analysis - 2025-08-17,"Bitcoin在过去24小时内交易于$117,276.00-$118,489.00区间，平均价格$117,908.54，日内波动率1.0%。网络算力维持在1009.0 EH/s水平。技术指标显示超卖状态。","{'price_range': '$117,276.00 - $118,489.00', 'avg_price': '$117,908.54', 'avg_hashrate': '1009.01 EH/s', 'market_sentiment': '贪婪', 'rsi_signal': '超卖 - 考虑买入'}","['低波动环境，适合长期持有策略', 'RSI超卖，可考虑逢低买入', '网络算力强劲，网络安全性高']","{'risk_score': 60, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-16 20:00:09.953143,2025-08-17 20:00:09.953143,0.85,2025-08-17 20:00:10.116434
47,daily,2025-08-17 20:00:30.164730,Bitcoin Daily Analysis - 2025-08-17,"Bitcoin在过去24小时内交易于$117,276.00-$118,489.00区间，平均价格$117,906.72，日内波动率1.0%。网络算力维持在1008.9 EH/s水平。技术指标显示超卖状态。","{'price_range': '$117,276.00 - $118,489.00', 'avg_price': '$117,906.72', 'avg_hashrate': '1008.93 EH/s', 'market_sentiment': '贪婪', 'rsi_signal': '超卖 - 考虑买入'}","['低波动环境，适合长期持有策略', 'RSI超卖，可考虑逢低买入', '网络算力强劲，网络安全性高']","{'risk_score': 60, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-16 20:00:30.164730,2025-08-17 20:00:30.164730,0.85,2025-08-17 20:00:30.521927
48,daily,2025-08-18 08:00:28.883801,Bitcoin Daily Analysis - 2025-08-18,"Bitcoin在过去24小时内交易于$115,128.00-$118,489.00区间，平均价格$117,381.71，日内波动率2.9%。网络算力维持在985.1 EH/s水平。技术指标处于中性区间。","{'price_range': '$115,128.00 - $118,489.00', 'avg_price': '$117,381.71', 'avg_hashrate': '985.07 EH/s', 'market_sentiment': '贪婪', 'rsi_signal': '中性 - 保持观望'}",['网络算力强劲，网络安全性高'],"{'risk_score': 50, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-17 08:00:28.883801,2025-08-18 08:00:28.883801,0.85,2025-08-18 08:00:29.125142
49,daily,2025-08-19 08:00:30.001718,Bitcoin Daily Analysis - 2025-08-19,"Bitcoin在过去24小时内交易于$114,677.00-$116,976.00区间，平均价格$115,643.25，日内波动率2.0%。网络算力维持在949.9 EH/s水平。技术指标处于中性区间。","{'price_range': '$114,677.00 - $116,976.00', 'avg_price': '$115,643.25', 'avg_hashrate': '949.91 EH/s', 'market_sentiment': '贪婪', 'rsi_signal': '中性 - 保持观望'}","['低波动环境，适合长期持有策略', '网络算力强劲，网络安全性高']","{'risk_score': 40, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-18 08:00:30.001718,2025-08-19 08:00:30.001718,0.85,2025-08-19 08:00:30.275729
50,daily,2025-08-20 08:00:49.307844,Bitcoin Daily Analysis - 2025-08-20,"Bitcoin在过去24小时内交易于$112,693.00-$115,809.00区间，平均价格$113,875.91，日内波动率2.7%。网络算力维持在896.6 EH/s水平。技术指标处于中性区间。","{'price_range': '$112,693.00 - $115,809.00', 'avg_price': '$113,875.91', 'avg_hashrate': '896.56 EH/s', 'market_sentiment': '中性', 'rsi_signal': '中性 - 保持观望'}",['网络算力强劲，网络安全性高'],"{'risk_score': 50, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-19 08:00:49.307844,2025-08-20 08:00:49.307844,0.85,2025-08-20 08:00:49.999591
51,daily,2025-08-20 20:00:35.353504,Bitcoin Daily Analysis - 2025-08-20,"Bitcoin在过去24小时内交易于$112,656.00-$114,200.00区间，平均价格$113,450.89，日内波动率1.4%。网络算力维持在872.2 EH/s水平。技术指标处于中性区间。","{'price_range': '$112,656.00 - $114,200.00', 'avg_price': '$113,450.89', 'avg_hashrate': '872.17 EH/s', 'market_sentiment': '中性', 'rsi_signal': '中性 - 保持观望'}","['低波动环境，适合长期持有策略', '网络算力强劲，网络安全性高']","{'risk_score': 40, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-19 20:00:35.353504,2025-08-20 20:00:35.353504,0.85,2025-08-20 20:00:36.056792
52,daily,2025-08-21 08:00:05.492962,Bitcoin Daily Analysis - 2025-08-21,"Bitcoin在过去24小时内交易于$113,559.00-$114,650.00区间，平均价格$113,826.00，日内波动率1.0%。网络算力维持在916.2 EH/s水平。技术指标显示超买状态。","{'price_range': '$113,559.00 - $114,650.00', 'avg_price': '$113,826.00', 'avg_hashrate': '916.18 EH/s', 'market_sentiment': '中性', 'rsi_signal': '超买 - 考虑卖出'}","['低波动环境，适合长期持有策略', 'RSI超买，谨慎追涨', '网络算力强劲，网络安全性高']","{'risk_score': 60, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-20 08:00:05.492962,2025-08-21 08:00:05.492962,0.85,2025-08-21 08:00:06.025619
53,daily,2025-08-21 08:00:15.060481,Bitcoin Daily Analysis - 2025-08-21,"Bitcoin在过去24小时内交易于$113,559.00-$114,650.00区间，平均价格$113,826.00，日内波动率1.0%。网络算力维持在916.2 EH/s水平。技术指标显示超买状态。","{'price_range': '$113,559.00 - $114,650.00', 'avg_price': '$113,826.00', 'avg_hashrate': '916.18 EH/s', 'market_sentiment': '中性', 'rsi_signal': '超买 - 考虑卖出'}","['低波动环境，适合长期持有策略', 'RSI超买，谨慎追涨', '网络算力强劲，网络安全性高']","{'risk_score': 60, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-20 08:00:15.060481,2025-08-21 08:00:15.060481,0.85,2025-08-21 08:00:15.202551
54,daily,2025-08-21 20:00:26.696056,Bitcoin Daily Analysis - 2025-08-21,"Bitcoin在过去24小时内交易于$112,020.00-$114,650.00区间，平均价格$113,469.39，日内波动率2.3%。网络算力维持在920.6 EH/s水平。技术指标处于中性区间。","{'price_range': '$112,020.00 - $114,650.00', 'avg_price': '$113,469.39', 'avg_hashrate': '920.57 EH/s', 'market_sentiment': '中性', 'rsi_signal': '中性 - 保持观望'}",['网络算力强劲，网络安全性高'],"{'risk_score': 50, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-20 20:00:26.696056,2025-08-21 20:00:26.696056,0.85,2025-08-21 20:00:26.969786
55,daily,2025-08-22 08:01:23.739949,Bitcoin Daily Analysis - 2025-08-22,"Bitcoin在过去24小时内交易于$112,020.00-$113,899.00区间，平均价格$112,908.01，日内波动率1.7%。网络算力维持在936.2 EH/s水平。技术指标处于中性区间。","{'price_range': '$112,020.00 - $113,899.00', 'avg_price': '$112,908.01', 'avg_hashrate': '936.20 EH/s', 'market_sentiment': '中性', 'rsi_signal': '中性 - 保持观望'}","['低波动环境，适合长期持有策略', '网络算力强劲，网络安全性高']","{'risk_score': 40, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-21 08:01:23.739949,2025-08-22 08:01:23.739949,0.85,2025-08-22 08:01:24.029378
56,daily,2025-08-22 20:00:06.652420,Bitcoin Daily Analysis - 2025-08-22,"Bitcoin在过去24小时内交易于$111,764.00-$117,058.00区间，平均价格$113,161.07，日内波动率4.7%。网络算力维持在949.7 EH/s水平。技术指标处于中性区间。","{'price_range': '$111,764.00 - $117,058.00', 'avg_price': '$113,161.07', 'avg_hashrate': '949.71 EH/s', 'market_sentiment': '中性', 'rsi_signal': '中性 - 保持观望'}",['网络算力强劲，网络安全性高'],"{'risk_score': 50, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-21 20:00:06.652420,2025-08-22 20:00:06.652420,0.85,2025-08-22 20:00:06.879585
57,daily,2025-08-23 08:00:52.515045,Bitcoin Daily Analysis - 2025-08-23,"Bitcoin在过去24小时内交易于$111,764.00-$117,058.00区间，平均价格$115,603.79，日内波动率4.6%。网络算力维持在951.8 EH/s水平。技术指标处于中性区间。","{'price_range': '$111,764.00 - $117,058.00', 'avg_price': '$115,603.79', 'avg_hashrate': '951.79 EH/s', 'market_sentiment': '中性', 'rsi_signal': '中性 - 保持观望'}",['网络算力强劲，网络安全性高'],"{'risk_score': 50, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-22 08:00:52.515045,2025-08-23 08:00:52.515045,0.85,2025-08-23 08:00:52.929230
58,daily,2025-08-23 20:00:16.302259,Bitcoin Daily Analysis - 2025-08-23,"Bitcoin在过去24小时内交易于$114,583.00-$117,013.00区间，平均价格$115,806.33，日内波动率2.1%。网络算力维持在930.2 EH/s水平。技术指标处于中性区间。","{'price_range': '$114,583.00 - $117,013.00', 'avg_price': '$115,806.33', 'avg_hashrate': '930.24 EH/s', 'market_sentiment': '贪婪', 'rsi_signal': '中性 - 保持观望'}",['网络算力强劲，网络安全性高'],"{'risk_score': 50, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-22 20:00:16.302259,2025-08-23 20:00:16.302259,0.85,2025-08-23 20:00:16.450143
59,daily,2025-08-23 20:00:24.279028,Bitcoin Daily Analysis - 2025-08-23,"Bitcoin在过去24小时内交易于$114,583.00-$117,013.00区间，平均价格$115,806.33，日内波动率2.1%。网络算力维持在930.2 EH/s水平。技术指标处于中性区间。","{'price_range': '$114,583.00 - $117,013.00', 'avg_price': '$115,806.33', 'avg_hashrate': '930.24 EH/s', 'market_sentiment': '贪婪', 'rsi_signal': '中性 - 保持观望'}",['网络算力强劲，网络安全性高'],"{'risk_score': 50, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-22 20:00:24.279028,2025-08-23 20:00:24.279028,0.85,2025-08-23 20:00:24.606208
60,daily,2025-08-24 08:00:48.714298,Bitcoin Daily Analysis - 2025-08-24,"Bitcoin在过去24小时内交易于$114,583.00-$115,797.00区间，平均价格$115,183.38，日内波动率1.1%。网络算力维持在946.3 EH/s水平。技术指标处于中性区间。","{'price_range': '$114,583.00 - $115,797.00', 'avg_price': '$115,183.38', 'avg_hashrate': '946.33 EH/s', 'market_sentiment': '贪婪', 'rsi_signal': '中性 - 保持观望'}","['低波动环境，适合长期持有策略', '网络算力强劲，网络安全性高']","{'risk_score': 40, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-23 08:00:48.714298,2025-08-24 08:00:48.714298,0.85,2025-08-24 08:00:49.030809
61,daily,2025-08-24 20:00:51.823442,Bitcoin Daily Analysis - 2025-08-24,"Bitcoin在过去24小时内交易于$112,952.00-$115,546.00区间，平均价格$114,973.57，日内波动率2.3%。网络算力维持在980.2 EH/s水平。技术指标显示超卖状态。","{'price_range': '$112,952.00 - $115,546.00', 'avg_price': '$114,973.57', 'avg_hashrate': '980.16 EH/s', 'market_sentiment': '中性', 'rsi_signal': '超卖 - 考虑买入'}","['RSI超卖，可考虑逢低买入', '网络算力强劲，网络安全性高']","{'risk_score': 50, 'risk_level': '中', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-23 20:00:51.823442,2025-08-24 20:00:51.823442,0.85,2025-08-24 20:00:52.029771
62,daily,2025-08-25 08:00:39.437695,Bitcoin Daily Analysis - 2025-08-25,"Bitcoin在过去24小时内交易于$111,557.00-$114,927.00区间，平均价格$113,606.95，日内波动率3.0%。网络算力维持在1027.4 EH/s水平。技术指标显示超卖状态。","{'price_range': '$111,557.00 - $114,927.00', 'avg_price': '$113,606.95', 'avg_hashrate': '1027.36 EH/s', 'market_sentiment': '中性', 'rsi_signal': '超卖 - 考虑买入'}","['RSI超卖，可考虑逢低买入', '网络算力强劲，网络安全性高']","{'risk_score': 70, 'risk_level': '高', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-24 08:00:39.437695,2025-08-25 08:00:39.437695,0.85,2025-08-25 08:00:39.973098
63,daily,2025-08-25 20:00:05.970152,Bitcoin Daily Analysis - 2025-08-25,"Bitcoin在过去24小时内交易于$110,865.00-$113,592.00区间，平均价格$112,482.36，日内波动率2.4%。网络算力维持在1007.1 EH/s水平。技术指标显示超卖状态。","{'price_range': '$110,865.00 - $113,592.00', 'avg_price': '$112,482.36', 'avg_hashrate': '1007.10 EH/s', 'market_sentiment': '中性', 'rsi_signal': '超卖 - 考虑买入'}","['RSI超卖，可考虑逢低买入', '网络算力强劲，网络安全性高']","{'risk_score': 70, 'risk_level': '高', 'factors': ['价格波动率', '技术指标', '市场情绪']}",2025-08-24 20:00:05.970152,2025-08-25 20:00:05.970152,0.85,2025-08-25 20:00:06.321377
